family,field,live_type,live_ignore_above,expected_via,expected_type,classification,emit_sites,dashboard_refs
logs,skills,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/skills.py:35 | src/personal_agent/request_gateway/budget.py:289 | src/personal_agent/tools/read_skill.py:98 | src/personal_agent/orchestrator/sub_agent.py:544 | src/personal_agent/orchestrator/skills.py:517 | src/personal_agent/orchestrator/executor.py:2276,
logs,skills_returned,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:2241,
logs,skipped,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/observability/joinability/result.py:21 | src/personal_agent/observability/joinability/result.py:57 | src/personal_agent/observability/joinability/result.py:69 | src/personal_agent/observability/joinability/result.py:86 | src/personal_agent/observability/joinability/result.py:109 | src/personal_agent/observability/joinability/result.py:119,
logs,skipped_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/promote.py:74 | src/personal_agent/captains_log/backfill.py:320,
logs,slug,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/artifacts_router.py:118 | src/personal_agent/observability/artifact_envelope/probe.py:78 | src/personal_agent/tools/artifact_tools.py:111 | src/personal_agent/tools/artifact_tools.py:344 | src/personal_agent/tools/artifact_tools.py:434 | src/personal_agent/tools/artifact_tools.py:506,
logs,source,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/entity_extraction.py:108 | src/personal_agent/second_brain/consolidator.py:619 | src/personal_agent/memory/service.py:1222 | src/personal_agent/memory/service.py:1235 | src/personal_agent/telemetry/queries.py:369 | src/personal_agent/telemetry/queries.py:454,
logs,source_stream,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/redis_backend.py:209 | src/personal_agent/events/redis_backend.py:222 | src/personal_agent/events/consumer.py:219,
logs,span_id,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/telemetry/es_logger.py:132 | src/personal_agent/telemetry/es_handler.py:118 | src/personal_agent/telemetry/es_handler.py:148 | src/personal_agent/telemetry/events.py:61 | src/personal_agent/llm_client/telemetry.py:56 | src/personal_agent/orchestrator/executor.py:2717,
logs,spend,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/app.py:1125 | src/personal_agent/second_brain/session_summary.py:202 | src/personal_agent/second_brain/entity_extraction.py:378 | src/personal_agent/second_brain/consolidator.py:454 | src/personal_agent/events/consumer.py:198 | src/personal_agent/service/app.py:1113,
logs,stage,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/config/env_loader.py:33 | src/personal_agent/config/env_loader.py:47,
logs,state,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/mcp/linear_issue_args.py:65 | src/personal_agent/mcp/linear_issue_args.py:66 | src/personal_agent/captains_log/linear_client.py:451 | src/personal_agent/captains_log/linear_client.py:453 | src/personal_agent/captains_log/linear_client.py:585 | src/personal_agent/tools/linear.py:126,
logs,state_after,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/loop_gate.py:191 | src/personal_agent/orchestrator/loop_gate.py:206 | src/personal_agent/orchestrator/loop_gate.py:223 | src/personal_agent/orchestrator/loop_gate.py:236 | src/personal_agent/orchestrator/loop_gate.py:254 | src/personal_agent/orchestrator/loop_gate.py:270,
logs,state_before,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:3174 | src/personal_agent/orchestrator/loop_gate.py:190 | src/personal_agent/orchestrator/loop_gate.py:205 | src/personal_agent/orchestrator/loop_gate.py:222 | src/personal_agent/orchestrator/loop_gate.py:235 | src/personal_agent/orchestrator/loop_gate.py:253,
logs,status,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/gateway/session_api.py:171 | src/personal_agent/gateway/session_api.py:251 | src/personal_agent/gateway/session_api.py:373 | src/personal_agent/gateway/session_api.py:383 | src/personal_agent/gateway/chat_api.py:365 | src/personal_agent/gateway/chat_api.py:519,
logs,status_code,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/gateway/chat_api.py:163 | src/personal_agent/gateway/session_api.py:80 | src/personal_agent/gateway/session_api.py:167 | src/personal_agent/gateway/session_api.py:247 | src/personal_agent/gateway/session_api.py:369 | src/personal_agent/gateway/session_api.py:379,
logs,stderr_len,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/primitives/bash.py:539 | src/personal_agent/tools/primitives/sandbox.py:244,
logs,stdout_len,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/primitives/bash.py:538 | src/personal_agent/tools/primitives/sandbox.py:243,
logs,steps_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/gateway/chat_api.py:126 | src/personal_agent/captains_log/AGENTS.md:272 | src/personal_agent/captains_log/reflection.py:337 | src/personal_agent/captains_log/reflection.py:398 | src/personal_agent/captains_log/AGENTS.md:132 | src/personal_agent/captains_log/AGENTS.md:156,
logs,strategy,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/orchestrator/expansion_controller.py:51 | src/personal_agent/orchestrator/expansion_controller.py:590 | src/personal_agent/telemetry/compaction.py:84 | src/personal_agent/request_gateway/budget.py:209 | src/personal_agent/request_gateway/budget.py:237 | src/personal_agent/request_gateway/budget.py:261,expansion_decomposition.ndjson:Expansion events over time | expansion_decomposition.ndjson:Decomposition strategy distribution
logs,stream,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/redis_backend.py:29 | src/personal_agent/llm_client/client.py:413 | src/personal_agent/events/bus.py:89 | src/personal_agent/events/redis_backend.py:120 | src/personal_agent/events/redis_backend.py:148 | src/personal_agent/events/redis_backend.py:151,
logs,stream_anomaly,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/app.py:923,
logs,stream_staleness,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/app.py:924,
logs,sub_agent_count,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/observability/route_trace/ledger.py:350 | src/personal_agent/observability/route_trace/assembler.py:256 | src/personal_agent/orchestrator/expansion_controller.py:201 | src/personal_agent/orchestrator/expansion.py:113 | src/personal_agent/orchestrator/executor.py:1777 | src/personal_agent/orchestrator/executor.py:2812,
logs,sub_agent_duration_ms,long,,es-default,long,⚠️ TRAP float→long (0.0 first-seen),src/personal_agent/tools/artifact_tools.py:1516 | src/personal_agent/tools/artifact_tools.py:1528,
logs,success,boolean,,explicit,boolean,✅ aligned (explicit),src/personal_agent/second_brain/attempts.py:37 | src/personal_agent/second_brain/consolidator.py:637 | src/personal_agent/mcp/types.py:136 | src/personal_agent/telemetry/queries.py:447 | src/personal_agent/gateway/sub_agent_capture_api.py:161 | src/personal_agent/observability/route_trace/assembler.py:126,delegation_outcomes.ndjson:Delegation success rate | expansion_decomposition.ndjson:Sub-agent success rate
logs,successes,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/telemetry/queries.py:447 | src/personal_agent/telemetry/queries.py:468 | src/personal_agent/telemetry/queries.py:483 | src/personal_agent/insights/engine.py:197 | src/personal_agent/orchestrator/expansion.py:136 | src/personal_agent/orchestrator/expansion_controller.py:256,
logs,successful,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:224 | src/personal_agent/orchestrator/executor.py:1778 | src/personal_agent/orchestrator/executor.py:2813,
logs,summariser_called,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/within_session_compression.py:145 | src/personal_agent/telemetry/within_session_compression.py:163 | src/personal_agent/orchestrator/within_session_compression.py:449 | src/personal_agent/orchestrator/within_session_compression.py:466,
logs,summariser_duration_ms,long,,es-default,long,⚠️ TRAP float→long (0.0 first-seen),src/personal_agent/telemetry/within_session_compression.py:146 | src/personal_agent/telemetry/within_session_compression.py:164 | src/personal_agent/orchestrator/within_session_compression.py:450 | src/personal_agent/orchestrator/within_session_compression.py:467,
logs,summary_tokens,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/context_compressor.py:203,
logs,suppressed,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:1542,
logs,surface,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/telemetry_router.py:65,
logs,surface_tag,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/pipeline_handlers.py:788 | src/personal_agent/events/pipeline_handlers.py:796,
logs,svg_bytes,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/artifact_tools.py:1188,
logs,system_prompt_chars,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/sub_agent.py:114,
logs,tags,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/service/artifacts_router.py:123 | src/personal_agent/tools/artifact_tools.py:160 | src/personal_agent/tools/artifact_tools.py:440 | src/personal_agent/tools/artifact_tools.py:578 | src/personal_agent/tools/artifact_tools.py:666 | src/personal_agent/tools/artifact_tools.py:1066,
logs,tail_lines,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/primitives/read.py:102 | src/personal_agent/tools/primitives/read.py:323 | src/personal_agent/tools/primitives/read.py:423 | src/personal_agent/tools/primitives/read.py:412,
logs,tail_tokens,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/config/settings.py:688 | src/personal_agent/config/settings.py:1853 | src/personal_agent/telemetry/within_session_compression.py:143 | src/personal_agent/telemetry/within_session_compression.py:161 | src/personal_agent/orchestrator/within_session_compression.py:447 | src/personal_agent/orchestrator/within_session_compression.py:464,
logs,target,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/entity_extraction.py:109 | src/personal_agent/second_brain/consolidator.py:620 | src/personal_agent/memory/service.py:1309 | src/personal_agent/brainstem/mode_manager.py:118,
logs,target_agent,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/request_gateway/delegation.py:102 | src/personal_agent/request_gateway/delegation.py:119 | src/personal_agent/delegation/adapters/claude_code.py:121,delegation_outcomes.ndjson:Delegation volume by agent
logs,target_mode,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/events/pipeline_handlers.py:787 | src/personal_agent/events/pipeline_handlers.py:795,
logs,task,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/mcp/server/tools.py:158 | src/personal_agent/mcp/server/tools.py:172 | src/personal_agent/captains_log/manager.py:153 | src/personal_agent/mcp/server/server.py:255 | src/personal_agent/orchestrator/expansion.py:68 | src/personal_agent/orchestrator/sub_agent.py:147,
logs,task_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/expansion_controller.py:330 | src/personal_agent/orchestrator/expansion_controller.py:376 | src/personal_agent/orchestrator/expansion_controller.py:409 | src/personal_agent/orchestrator/fallback_planner.py:78,
logs,task_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/telemetry/es_logger.py:24 | src/personal_agent/gateway/sub_agent_capture_api.py:172 | src/personal_agent/gateway/sub_agent_capture_api.py:210 | src/personal_agent/gateway/sub_agent_capture_api.py:241 | src/personal_agent/tools/artifact_tools.py:1517 | src/personal_agent/observability/route_trace/assembler.py:125,
logs,task_name,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/orchestrator/expansion_controller.py:484 | src/personal_agent/captains_log/background.py:48,
logs,task_type,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/observability/route_trace/ledger.py:335 | src/personal_agent/orchestrator/executor.py:1267 | src/personal_agent/orchestrator/executor.py:1281 | src/personal_agent/orchestrator/executor.py:1660 | src/personal_agent/orchestrator/executor.py:2126 | src/personal_agent/captains_log/reflection.py:347,intent_classification.ndjson:Intent classification over time | intent_classification.ndjson:Task type distribution
logs,team_domain,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/cf_access_jwt.py:179 | src/personal_agent/service/cf_access_jwt.py:182,
logs,text_length,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/embeddings.py:88 | src/personal_agent/memory/service.py:1557,
logs,threshold,long,,es-default,long,⚠️ TRAP float→long (0.0 first-seen),src/personal_agent/insights/engine.py:458 | src/personal_agent/orchestrator/compression_manager.py:111 | src/personal_agent/events/pipeline_handlers.py:833 | src/personal_agent/service/app.py:889 | src/personal_agent/request_gateway/budget.py:184 | src/personal_agent/telemetry/lifecycle_manager.py:228,
logs,threshold_tokens,long,,es-default,long,⚠️ TRAP float→long (0.0 first-seen),src/personal_agent/orchestrator/within_session_compression.py:288 | src/personal_agent/orchestrator/within_session_compression.py:415 | src/personal_agent/insights/skill_routing_threshold_monitor.py:96 | src/personal_agent/insights/skill_routing_threshold_monitor.py:197 | src/personal_agent/brainstem/scheduler.py:127,
